Invoice Date,Customer ID,Invoice ID,Invoice Amount,Payment Term (Days),Payment Date,Days Delayed,Collected Amount,Outstanding Amount,Credit Note,Region,Segment
6/16/2025,CUST_B,INV-6747,24086.72,30,7/16/2025,0,22924.44,939.25,223.03,South,Enterprise
6/16/2025,CUST_B,INV-6422,13323.44,60,8/18/2025,3,12367.07,956.37,0,North,SME
6/16/2025,CUST_E,INV-6741,17188.11,30,7/30/2025,14,16039.11,960.9,188.1,South,Mid-Market
6/16/2025,CUST_D,INV-6982,14730.68,60,10/13/2025,59,14599.06,131.62,0,North,SME
6/16/2025,CUST_A,INV-6183,12954.52,30,7/15/2025,-1,10685.01,2269.51,0,North,Enterprise
6/16/2025,CUST_C,INV-6234,22162.01,45,8/25/2025,25,21102.62,668.48,390.91,East,Mid-Market
6/17/2025,CUST_B,INV-6551,21125.31,45,8/2/2025,1,19120.33,2004.98,0,East,SME
6/17/2025,CUST_D,INV-6204,16087.79,60,10/15/2025,60,13307.16,2780.63,0,East,Mid-Market
6/17/2025,CUST_E,INV-6384,13994.45,30,8/15/2025,29,11874.11,2056.46,63.88,North,SME
6/18/2025,CUST_B,INV-6036,9660.88,30,7/16/2025,-2,8837.47,781.79,41.62,South,Mid-Market
6/18/2025,CUST_E,INV-6180,11680.49,45,8/20/2025,18,11274.75,405.74,0,East,Enterprise
6/18/2025,CUST_B,INV-6745,19721.73,45,8/4/2025,2,18504.29,1217.44,0,East,SME
6/18/2025,CUST_A,INV-6434,18125.1,45,8/3/2025,1,14972.34,3017.9,134.86,North,SME
6/19/2025,CUST_E,INV-6185,14905.03,45,8/10/2025,7,14402.09,502.94,0,East,Mid-Market
6/19/2025,CUST_B,INV-6226,6881.39,60,8/16/2025,-2,6626.5,0,449.62,South,Mid-Market
6/19/2025,CUST_D,INV-6441,24398.98,45,10/5/2025,63,22233.13,2165.85,0,East,SME
6/19/2025,CUST_D,INV-6177,9831.61,30,9/12/2025,55,9073.91,283.75,473.95,West,SME
6/19/2025,CUST_C,INV-6571,16697.18,30,8/15/2025,27,16557.23,139.95,0,North,Enterprise
6/19/2025,CUST_D,INV-6272,21062.85,30,9/13/2025,56,20214.39,848.46,0,South,SME
6/20/2025,CUST_A,INV-6310,21852.54,60,8/16/2025,-3,18947.42,2905.12,0,North,Enterprise
6/20/2025,CUST_C,INV-6437,23030.87,30,8/12/2025,23,21517.11,1513.76,0,North,Enterprise
6/20/2025,CUST_D,INV-6396,17057.04,60,10/21/2025,63,15582.9,1474.14,0,South,SME
6/20/2025,CUST_E,INV-6218,17097.71,60,9/1/2025,13,13970.77,3126.94,0,East,SME
6/20/2025,CUST_E,INV-6776,15876.19,60,8/17/2025,-2,15150.05,716.9,9.24,North,Enterprise
6/20/2025,CUST_B,INV-6601,23155.76,60,8/19/2025,0,20832.41,1945.42,377.93,South,Mid-Market
6/21/2025,CUST_A,INV-6063,21174.5,45,8/5/2025,0,17301.13,3873.37,0,West,Mid-Market
6/21/2025,CUST_C,INV-6689,22557.96,45,8/30/2025,25,20138.94,2411.11,7.91,West,Enterprise
6/21/2025,CUST_A,INV-6532,21898.54,30,7/19/2025,-2,20116.34,1782.2,0,West,Enterprise
6/21/2025,CUST_E,INV-6795,15629.96,30,7/26/2025,5,14151.48,1478.48,0,South,Enterprise
6/22/2025,CUST_C,INV-6346,8598.71,60,9/5/2025,15,7871,727.71,0,South,Enterprise
6/22/2025,CUST_C,INV-6420,17354.37,30,8/11/2025,20,16449.26,905.11,0,East,Enterprise
6/22/2025,CUST_C,INV-6076,14022.22,60,9/10/2025,20,13900.82,0,321.34,East,SME
6/23/2025,CUST_C,INV-6170,10037.61,60,9/12/2025,21,8134.12,1903.49,0,South,Mid-Market
6/23/2025,CUST_E,INV-6407,8125.1,45,8/11/2025,4,7252.84,872.26,0,West,SME
6/23/2025,CUST_E,INV-6048,12805.45,45,8/11/2025,4,11708.48,1096.97,0,East,Mid-Market
6/23/2025,CUST_D,INV-6043,7779.72,60,10/23/2025,62,7399.76,140.87,239.09,South,Mid-Market
6/24/2025,CUST_D,INV-6219,9762.62,45,10/3/2025,56,8495.75,1266.87,0,South,SME
6/24/2025,CUST_B,INV-6425,10854.37,30,7/22/2025,-2,9284.27,1570.1,0,North,Enterprise
6/25/2025,CUST_A,INV-6685,22890.39,45,8/8/2025,-1,19099.83,3790.56,0,North,Mid-Market
6/25/2025,CUST_C,INV-6143,23961.17,30,8/23/2025,29,20515.18,3050.15,395.84,South,Enterprise
6/25/2025,CUST_A,INV-6227,5785.27,30,7/24/2025,-1,4762.1,808.3,214.87,East,Enterprise
6/25/2025,CUST_B,INV-6639,19916.5,45,8/12/2025,3,17152.43,2673.26,90.81,North,Enterprise
6/25/2025,CUST_D,INV-6695,23166.79,30,9/25/2025,62,22668.87,497.92,0,North,Enterprise
6/25/2025,CUST_B,INV-6235,11450.9,60,8/27/2025,3,11220.09,230.81,0,East,Enterprise
6/26/2025,CUST_B,INV-6703,5167.56,45,8/11/2025,1,4291.05,876.51,0,North,Mid-Market
6/26/2025,CUST_A,INV-6470,11324.57,60,8/26/2025,1,9322.15,2002.42,0,North,Enterprise
6/26/2025,CUST_B,INV-6857,8908.96,60,8/27/2025,2,8686.47,222.49,0,East,SME
6/26/2025,CUST_E,INV-6147,12535.53,30,8/25/2025,30,11416.74,996.03,122.76,South,SME
6/26/2025,CUST_A,INV-6589,9333.48,60,8/26/2025,1,9229.57,0,227.61,South,SME
6/26/2025,CUST_C,INV-6265,17509.4,30,8/21/2025,26,14770.33,2739.07,0,West,Mid-Market
6/26/2025,CUST_E,INV-6287,6386.24,60,9/14/2025,20,5124.18,1262.06,0,West,Enterprise
6/27/2025,CUST_C,INV-6986,11638.01,45,9/9/2025,29,9312.87,2206.08,119.06,West,SME
6/27/2025,CUST_E,INV-6935,9157.94,30,8/2/2025,6,8598.74,200.55,358.65,South,SME
6/27/2025,CUST_C,INV-6621,12051.39,30,8/24/2025,28,11858.63,192.76,0,West,Mid-Market
6/27/2025,CUST_E,INV-6539,7500.7,60,9/20/2025,25,6137.06,1338.01,25.63,East,Mid-Market
6/28/2025,CUST_B,INV-6007,21016.8,30,7/27/2025,-1,16963.37,4053.43,0,North,Enterprise
6/28/2025,CUST_C,INV-6868,22925.1,30,8/15/2025,18,22022.23,902.87,0,West,SME
6/28/2025,CUST_E,INV-6624,15149.09,30,7/31/2025,3,13617.44,1473.52,58.13,North,Mid-Market
6/28/2025,CUST_B,INV-6583,10876.77,60,8/26/2025,-1,8847.61,2029.16,0,West,SME
6/29/2025,CUST_D,INV-6714,21448.59,30,9/23/2025,56,18224.83,3068.14,155.62,South,SME
6/29/2025,CUST_C,INV-6758,22409.78,30,8/14/2025,16,21085.45,1324.33,0,South,Enterprise
6/29/2025,CUST_B,INV-6533,20351.48,30,7/30/2025,1,16795.53,3555.95,0,South,Enterprise
6/29/2025,CUST_A,INV-6003,9789.94,30,7/28/2025,-1,8978.68,430.06,381.2,South,Mid-Market
6/29/2025,CUST_A,INV-6151,5932.09,45,8/12/2025,-1,5429.17,502.92,0,East,SME
6/29/2025,CUST_E,INV-6680,7729.76,60,9/6/2025,9,7248.22,481.54,0,North,SME
6/29/2025,CUST_C,INV-6746,20674.26,30,8/20/2025,22,18343.04,2282.13,49.09,West,Mid-Market
6/30/2025,CUST_E,INV-6816,14636.89,45,9/13/2025,30,12083.55,2553.34,0,East,Enterprise
6/30/2025,CUST_B,INV-6312,20016.63,30,8/2/2025,3,17549.38,2438.43,28.82,West,Enterprise
6/30/2025,CUST_D,INV-6841,12358.21,45,10/14/2025,61,10021.87,2336.34,0,North,Mid-Market
6/30/2025,CUST_E,INV-6906,9512.37,60,9/6/2025,8,8482,1030.37,0,East,Mid-Market
6/30/2025,CUST_A,INV-6923,22754.76,45,8/12/2025,-2,18259.68,4495.08,0,North,Enterprise
7/1/2025,CUST_C,INV-6839,13656.33,60,9/17/2025,18,11629.47,1562.23,464.63,West,SME
7/1/2025,CUST_A,INV-6920,12753.1,60,8/30/2025,0,11251.14,1006.9,495.06,North,SME
7/1/2025,CUST_A,INV-6690,13984.93,45,8/12/2025,-3,13042.11,942.82,0,North,Enterprise
7/1/2025,CUST_C,INV-6606,16101,30,8/24/2025,24,15368.2,732.8,0,South,Enterprise
7/1/2025,CUST_D,INV-6892,7037.65,30,9/25/2025,56,6891.28,146.37,0,East,Mid-Market
7/1/2025,CUST_C,INV-6028,21046.75,45,9/11/2025,27,20458.18,399.41,189.16,West,Mid-Market
7/1/2025,CUST_A,INV-6723,14813.22,45,8/15/2025,0,12323.24,2298.93,191.05,North,Enterprise
7/1/2025,CUST_D,INV-6268,18757.6,30,9/30/2025,61,16535.55,1846.39,375.66,North,SME
7/1/2025,CUST_C,INV-6784,9362.46,30,8/15/2025,15,8990.93,371.53,0,East,Mid-Market
7/2/2025,CUST_D,INV-6738,10258.15,45,10/18/2025,63,8977.69,843.68,436.78,West,Enterprise
7/2/2025,CUST_C,INV-6059,11247.84,45,9/10/2025,25,10445.58,802.26,0,North,Enterprise
7/2/2025,CUST_B,INV-6431,5698.15,45,8/18/2025,2,5218.89,479.26,0,South,Enterprise
7/2/2025,CUST_D,INV-6271,18719.82,45,10/14/2025,59,18237.36,161.59,320.87,North,Enterprise
7/2/2025,CUST_C,INV-6642,24872.67,60,9/30/2025,30,21857.79,3014.88,0,West,Enterprise
7/2/2025,CUST_A,INV-6810,5714.98,60,8/30/2025,-1,4840.66,874.32,0,West,Enterprise
7/2/2025,CUST_E,INV-6593,18698.14,60,8/28/2025,-3,17043.39,1654.75,0,West,Enterprise
7/3/2025,CUST_B,INV-6263,14648.37,60,9/2/2025,1,11895.36,2753.01,0,South,Mid-Market
7/3/2025,CUST_D,INV-6129,15938.64,30,10/1/2025,60,15613.13,308.66,16.85,North,Mid-Market
7/3/2025,CUST_A,INV-6256,19413.46,60,9/3/2025,2,18189.59,908.9,314.97,East,Enterprise
7/3/2025,CUST_B,INV-6113,17367.88,45,8/15/2025,-2,17093.99,273.89,0,West,SME
7/4/2025,CUST_A,INV-6194,7209.31,45,8/16/2025,-2,6725.8,26.12,457.39,West,Enterprise
7/4/2025,CUST_D,INV-6876,17157.62,60,11/1/2025,60,16400.66,756.96,0,East,Mid-Market
7/5/2025,CUST_D,INV-6482,5032.81,45,10/18/2025,60,4932.92,99.89,0,East,Mid-Market
7/5/2025,CUST_E,INV-6390,9033.44,30,8/27/2025,23,7427.38,1114.77,491.29,South,Enterprise
7/5/2025,CUST_C,INV-6216,21423.49,60,10/3/2025,30,21368.57,54.92,0,West,Enterprise
7/5/2025,CUST_E,INV-6912,12979.19,30,8/19/2025,15,10714.7,2264.49,0,North,Mid-Market
7/5/2025,CUST_A,INV-6008,24774.38,30,8/6/2025,2,23970.22,803.97,0.19,East,Enterprise
7/5/2025,CUST_D,INV-6153,19617.85,60,11/6/2025,64,17112.67,2129.35,375.83,West,Mid-Market
7/6/2025,CUST_C,INV-6469,23293.65,45,9/9/2025,20,19448.7,3844.95,0,East,Enterprise
7/6/2025,CUST_B,INV-6660,16642.01,30,8/6/2025,1,14183.47,2086.72,371.82,North,SME
7/6/2025,CUST_C,INV-6397,10821.83,30,8/29/2025,24,10474,135.31,212.52,North,Mid-Market
7/7/2025,CUST_B,INV-6199,24284.66,45,8/22/2025,1,23492.61,573.44,218.61,North,Enterprise
7/7/2025,CUST_D,INV-6462,5892.28,45,10/21/2025,61,5207.38,602.56,82.34,East,Mid-Market
7/7/2025,CUST_C,INV-6782,13236.32,45,9/14/2025,24,11120.69,2042.5,73.13,West,SME
7/7/2025,CUST_A,INV-6706,18014.11,30,8/6/2025,0,14671.89,3342.22,0,South,Enterprise
7/7/2025,CUST_C,INV-6590,11778.14,60,9/27/2025,22,10315.37,1087.17,375.6,South,Mid-Market
7/8/2025,CUST_C,INV-6626,18824.09,45,9/11/2025,20,17200.53,1623.56,0,West,Mid-Market
7/8/2025,CUST_A,INV-6757,20332.2,45,8/19/2025,-3,19218.24,1113.96,0,West,Mid-Market
7/8/2025,CUST_C,INV-6572,9107.34,45,9/6/2025,15,8523.77,583.57,0,East,Enterprise
7/8/2025,CUST_B,INV-6285,13789.6,60,9/6/2025,0,12460.33,1254.52,74.75,South,SME
7/8/2025,CUST_E,INV-6664,17036.13,45,9/21/2025,30,15369.97,1666.16,0,East,Enterprise
7/8/2025,CUST_C,INV-6875,24083.44,30,8/25/2025,18,23581.26,319.61,182.57,East,SME
7/8/2025,CUST_B,INV-6884,15002.59,45,8/25/2025,3,14087.23,609.53,305.83,East,Enterprise
7/8/2025,CUST_E,INV-6073,18096.36,60,9/27/2025,21,14732.24,3364.12,0,South,Enterprise
7/8/2025,CUST_E,INV-6899,13471.24,45,8/23/2025,1,11640.43,1830.81,0,South,Enterprise
7/8/2025,CUST_D,INV-6971,12888.47,30,10/9/2025,63,10513.83,2374.64,0,East,Enterprise
7/9/2025,CUST_A,INV-6212,21627.47,60,9/4/2025,-3,18507.62,3119.85,0,West,Mid-Market
7/9/2025,CUST_C,INV-6910,7673.76,30,8/27/2025,19,7076.19,597.57,0,North,Mid-Market
7/9/2025,CUST_A,INV-6328,14062.05,45,8/22/2025,-1,11838.75,2223.3,0,East,SME
7/9/2025,CUST_C,INV-6041,20719.71,45,9/21/2025,29,17936.38,2783.33,0,North,Enterprise
7/10/2025,CUST_B,INV-6480,20127.98,30,8/9/2025,0,19814.88,313.1,0,North,Enterprise
7/10/2025,CUST_A,INV-6365,23593.72,45,8/23/2025,-1,21181.74,2411.98,0,East,Enterprise
7/10/2025,CUST_C,INV-6610,6555.73,60,10/5/2025,27,6225.79,0,449.47,South,SME
7/11/2025,CUST_D,INV-6465,22250.61,30,10/9/2025,60,19519.55,2439.78,291.28,North,Enterprise
7/11/2025,CUST_B,INV-6818,18785.37,45,8/27/2025,2,17723.87,1061.5,0,West,SME
7/11/2025,CUST_C,INV-6890,5847.01,60,9/26/2025,17,5221,314.55,311.46,North,Mid-Market
7/11/2025,CUST_A,INV-6329,21806.87,45,8/23/2025,-2,18330.07,3246.2,230.6,South,SME
7/11/2025,CUST_E,INV-6032,6439.76,45,9/9/2025,15,5497.55,764.19,178.02,East,Enterprise
7/12/2025,CUST_B,INV-6072,21642.03,45,8/27/2025,1,20289.55,1137.4,215.08,West,Enterprise
7/12/2025,CUST_E,INV-6254,8315.95,30,8/7/2025,-4,8019.62,0,319.4,North,SME
7/12/2025,CUST_E,INV-6463,6519.61,60,9/5/2025,-5,5247.52,1255.79,16.3,East,SME
7/12/2025,CUST_A,INV-6374,20762.69,30,8/11/2025,0,17747.32,2523.22,492.15,South,SME
7/13/2025,CUST_C,INV-6752,8266.02,30,8/31/2025,19,7486.22,294.52,485.28,West,SME
7/13/2025,CUST_E,INV-6276,8945.5,30,8/25/2025,13,8709.98,235.52,0,South,Enterprise
7/13/2025,CUST_D,INV-6718,24605.3,45,10/27/2025,61,24384.99,220.31,0,South,Enterprise
7/13/2025,CUST_E,INV-6103,6802.57,45,8/24/2025,-3,5614.9,884.5,303.17,East,Mid-Market
7/14/2025,CUST_C,INV-6201,24083.16,60,9/30/2025,18,23875.02,0,253.27,North,SME
7/14/2025,CUST_B,INV-6489,23361.8,60,9/14/2025,2,21793.79,1106.31,461.7,South,Mid-Market
7/14/2025,CUST_D,INV-6350,10790.57,45,10/31/2025,64,8787.96,1675.63,326.98,South,Mid-Market
7/14/2025,CUST_A,INV-6552,16195.03,45,8/28/2025,0,15721.95,413.86,59.22,North,Enterprise
7/14/2025,CUST_E,INV-6939,10173.37,60,10/4/2025,22,8210.4,1962.97,0,North,SME
7/14/2025,CUST_B,INV-6461,7312,60,9/15/2025,3,6412.56,469.27,430.17,North,Mid-Market
7/14/2025,CUST_C,INV-6086,11342.55,45,9/18/2025,21,10880.53,50.52,411.5,North,Enterprise
7/15/2025,CUST_B,INV-6027,21304.97,45,8/27/2025,-2,17892.12,3249.29,163.56,South,Mid-Market
7/15/2025,CUST_D,INV-6725,8242.97,60,11/13/2025,61,7500.73,742.24,0,North,SME
7/15/2025,CUST_E,INV-6564,16318.19,60,9/26/2025,13,13523.04,2795.15,0,North,SME
7/15/2025,CUST_D,INV-6320,24686.71,45,10/26/2025,58,22533.33,2153.38,0,West,SME
7/15/2025,CUST_B,INV-6968,16558.92,60,9/11/2025,-2,15451.43,1107.49,0,North,Mid-Market
7/16/2025,CUST_A,INV-6802,18263.27,45,9/1/2025,2,15638.72,2624.55,0,East,Mid-Market
7/16/2025,CUST_D,INV-6889,8450.24,60,11/8/2025,55,7606.95,843.29,0,North,SME
7/16/2025,CUST_D,INV-6467,19382.43,30,10/19/2025,65,15562.7,3819.73,0,North,Enterprise
7/16/2025,CUST_E,INV-6046,14714.24,60,9/29/2025,15,14624.82,89.42,0,West,SME
7/17/2025,CUST_D,INV-6921,15544.4,30,10/17/2025,62,14280.27,1264.13,0,East,Mid-Market
7/17/2025,CUST_D,INV-6114,15896.99,60,11/12/2025,58,15888.69,0,336.98,North,Enterprise
7/17/2025,CUST_C,INV-6905,8147.94,60,10/7/2025,22,7897.07,0,286.83,East,Mid-Market
7/17/2025,CUST_B,INV-6964,8435.35,30,8/19/2025,3,7283.49,1151.86,0,South,SME
7/17/2025,CUST_B,INV-6659,6170.2,60,9/14/2025,-1,5491.03,334.93,344.24,North,Enterprise
7/17/2025,CUST_C,INV-6853,24161.46,30,9/14/2025,29,20928.45,3233.01,0,South,Enterprise
7/17/2025,CUST_A,INV-6244,15344.13,60,9/12/2025,-3,15025.87,236.73,81.53,North,SME
7/17/2025,CUST_B,INV-6495,13059.93,30,8/15/2025,-1,12764.58,295.35,0,East,Enterprise
7/17/2025,CUST_B,INV-6720,20213.34,45,8/31/2025,0,18134.89,2078.45,0,East,SME
7/17/2025,CUST_C,INV-6785,24996.98,45,9/27/2025,27,21324.43,3672.55,0,West,SME
7/17/2025,CUST_D,INV-6197,15444.68,45,11/1/2025,62,14053.34,1391.34,0,North,Enterprise
7/18/2025,CUST_D,INV-6239,19177.43,30,10/15/2025,59,17459.05,1718.38,0,West,Enterprise
7/18/2025,CUST_E,INV-6754,20902.25,30,8/25/2025,8,18270.27,2631.98,0,West,Enterprise
7/18/2025,CUST_B,INV-6195,15147.37,30,8/17/2025,0,12172.53,2579.89,394.95,West,SME
7/18/2025,CUST_D,INV-6512,6978.63,45,11/3/2025,63,6137.4,841.23,0,East,Enterprise
7/18/2025,CUST_A,INV-6017,15947.78,45,8/30/2025,-2,15365.53,582.25,0,East,Mid-Market
7/19/2025,CUST_D,INV-6995,10553.26,60,11/20/2025,64,8681.39,1398.36,473.51,East,SME
7/19/2025,CUST_B,INV-6133,20254.12,60,9/15/2025,-2,19687.25,566.87,0,East,Enterprise
7/19/2025,CUST_D,INV-6279,20594.15,30,10/22/2025,65,16983.33,3610.82,0,East,Mid-Market
7/20/2025,CUST_D,INV-6311,24658.67,45,11/6/2025,64,22454.53,2204.14,0,West,SME
7/20/2025,CUST_B,INV-6524,23061.13,60,9/21/2025,3,21937.52,1123.61,0,South,Mid-Market
7/20/2025,CUST_A,INV-6085,13007.17,45,9/4/2025,1,10902.82,1777.32,327.03,East,Mid-Market
7/20/2025,CUST_C,INV-6728,12386.09,30,9/13/2025,25,10695.61,1202.99,487.49,East,Enterprise
7/21/2025,CUST_C,INV-6301,9677.95,60,10/4/2025,15,8285.66,1226.33,165.96,West,Enterprise
7/21/2025,CUST_D,INV-6432,24687.42,60,11/21/2025,63,20738.1,3762.51,186.81,North,Mid-Market
7/21/2025,CUST_C,INV-6507,10063.99,45,9/19/2025,15,8189.48,1874.51,0,South,Enterprise
7/21/2025,CUST_A,INV-6907,24341.52,60,9/17/2025,-2,20336.75,4004.77,0,South,Enterprise
7/21/2025,CUST_E,INV-6649,24521.34,60,10/11/2025,22,19868.67,4469.78,182.89,West,Enterprise
7/21/2025,CUST_E,INV-6614,17744.46,30,9/7/2025,18,15940.32,1447.23,356.91,West,Mid-Market
7/22/2025,CUST_A,INV-6537,21723.15,60,9/19/2025,-1,20655.66,687.25,380.24,South,Mid-Market
7/22/2025,CUST_E,INV-6736,12690.52,45,9/5/2025,0,12054.8,476.58,159.14,East,Enterprise
7/22/2025,CUST_C,INV-6716,24246.77,45,9/23/2025,18,22694.76,1434.42,117.59,West,Enterprise
7/22/2025,CUST_D,INV-6641,10941.94,45,11/3/2025,59,9235.54,1706.4,0,West,SME
7/22/2025,CUST_B,INV-6348,21259.46,30,8/21/2025,0,17311.5,3784.03,163.93,East,SME
7/22/2025,CUST_C,INV-6188,15751.75,45,9/27/2025,22,12706.25,2755.76,289.74,West,Enterprise
7/22/2025,CUST_C,INV-6584,13069.02,30,9/16/2025,26,13056.21,0,75.14,West,Enterprise
7/22/2025,CUST_E,INV-6213,9237.87,30,9/11/2025,21,8445.29,597.29,195.29,West,Mid-Market
7/23/2025,CUST_E,INV-6015,6167.64,45,9/17/2025,11,5211.76,474.04,481.84,West,Mid-Market
7/23/2025,CUST_E,INV-6783,13075.53,30,9/13/2025,22,12002.54,979.96,93.03,West,Enterprise
7/23/2025,CUST_C,INV-6269,12178.34,60,10/7/2025,16,10709.18,1469.16,0,South,Enterprise
7/23/2025,CUST_D,INV-6367,14118.14,30,10/18/2025,57,13248.37,393,476.77,East,SME
7/23/2025,CUST_B,INV-6391,10097.86,45,9/4/2025,-2,9424.13,369.37,304.36,North,SME
7/23/2025,CUST_A,INV-6169,14456.74,30,8/24/2025,2,12690.89,1352.83,413.02,South,Enterprise
7/23/2025,CUST_B,INV-6790,10049.83,45,9/7/2025,1,8136.67,1728.91,184.25,West,SME
7/24/2025,CUST_E,INV-6002,18976.08,45,9/14/2025,7,16821.7,2154.38,0,North,SME
7/24/2025,CUST_C,INV-6456,11614.86,60,10/8/2025,16,10508.85,1043.35,62.66,East,Mid-Market
7/24/2025,CUST_C,INV-6223,9994.19,45,10/6/2025,29,8871.48,1034.51,88.2,West,Enterprise
7/24/2025,CUST_C,INV-6130,21575.1,45,10/2/2025,25,17778.94,3529.08,267.08,North,SME
7/24/2025,CUST_C,INV-6908,10551.55,30,9/20/2025,28,9481.21,1070.34,0,North,SME
7/24/2025,CUST_E,INV-6594,23100.29,30,8/29/2025,6,18920.59,4072.29,107.41,West,Mid-Market
7/24/2025,CUST_A,INV-6917,15744.98,30,8/21/2025,-2,14426.49,1048.18,270.31,East,Enterprise
7/24/2025,CUST_A,INV-6850,19884.43,45,9/7/2025,0,17622.02,2262.41,0,South,Enterprise
7/25/2025,CUST_D,INV-6451,17049.21,60,11/18/2025,56,15855.9,924.92,268.39,East,Enterprise
7/25/2025,CUST_E,INV-6862,5763.3,45,10/7/2025,29,4988.41,396.24,378.65,North,Mid-Market
7/25/2025,CUST_E,INV-6634,6605.12,30,8/23/2025,-1,6328.95,276.17,0,West,Enterprise
7/25/2025,CUST_A,INV-6838,18595.35,60,9/25/2025,2,17372.2,1223.15,0,East,Enterprise
7/25/2025,CUST_D,INV-6280,22810.33,45,11/5/2025,58,19736.84,2620.76,452.73,North,Mid-Market
7/26/2025,CUST_B,INV-6651,9134.9,45,9/8/2025,-1,8692.51,337.62,104.77,East,SME
7/26/2025,CUST_D,INV-6277,13643.6,30,10/27/2025,63,13473.21,170.39,0,East,Mid-Market
7/26/2025,CUST_A,INV-6849,19283.83,30,8/23/2025,-2,18355.73,670.26,257.84,North,Mid-Market
7/26/2025,CUST_E,INV-6604,21736.04,30,8/29/2025,4,18857.65,2767.92,110.47,West,Mid-Market
7/27/2025,CUST_D,INV-6031,7953.7,45,11/11/2025,62,7489.63,464.07,0,West,Mid-Market
7/27/2025,CUST_D,INV-6324,17531.68,30,10/22/2025,57,17235.81,295.87,0,North,Mid-Market
7/27/2025,CUST_B,INV-6567,9415.83,60,9/28/2025,3,8714.64,285.66,415.53,West,SME
7/27/2025,CUST_E,INV-6807,16747.95,45,9/23/2025,13,14295.99,2028.3,423.66,East,Mid-Market
7/27/2025,CUST_B,INV-6941,14195.62,30,8/25/2025,-1,12792.3,1403.32,0,North,Mid-Market
7/27/2025,CUST_D,INV-6595,16630.14,60,11/27/2025,63,15583.94,669.93,376.27,East,Mid-Market
7/28/2025,CUST_C,INV-6476,19981.99,30,9/23/2025,27,17662.27,2123.47,196.25,West,Mid-Market
7/28/2025,CUST_B,INV-6852,10382.43,45,9/13/2025,2,9251.7,1130.73,0,West,SME
7/28/2025,CUST_E,INV-6321,22392.91,30,8/22/2025,-5,18035.05,4116.32,241.54,West,Mid-Market
7/28/2025,CUST_B,INV-6930,16652.22,60,9/29/2025,3,15405.54,1246.68,0,West,SME
7/28/2025,CUST_E,INV-6936,24882.03,60,10/21/2025,25,22094.68,2787.35,0,West,Enterprise
7/28/2025,CUST_D,INV-6628,20522.52,45,11/9/2025,59,18155.05,2352.09,15.38,South,Mid-Market
7/28/2025,CUST_B,INV-6743,19082.96,30,8/29/2025,2,17158.11,1924.85,0,East,SME
7/28/2025,CUST_A,INV-6347,9397.92,45,9/10/2025,-1,8507.87,841.48,48.57,South,Enterprise
7/28/2025,CUST_E,INV-6186,7469.71,30,8/29/2025,2,6933.98,535.73,0,North,Enterprise
7/28/2025,CUST_C,INV-6340,21543.66,45,10/5/2025,24,19672.75,1815.14,55.77,East,Mid-Market
7/28/2025,CUST_E,INV-6740,13665.53,30,9/8/2025,12,12307.25,1223.89,134.39,East,SME
7/28/2025,CUST_B,INV-6446,17344.99,60,9/25/2025,-1,16279.38,1012.03,53.58,East,Mid-Market
7/28/2025,CUST_B,INV-6826,6347.91,60,9/26/2025,0,5146.47,1201.44,0,West,SME
7/28/2025,CUST_C,INV-6727,24876.21,45,10/10/2025,29,24609.86,266.35,0,West,SME
7/29/2025,CUST_D,INV-6778,24782.02,45,11/15/2025,64,22001.31,2394.16,386.55,South,Mid-Market
7/29/2025,CUST_B,INV-6773,7473.46,60,9/30/2025,3,7072.7,0,450.27,North,SME
7/29/2025,CUST_A,INV-6761,24655.72,30,8/30/2025,2,20569.39,3832.38,253.95,North,Mid-Market
7/29/2025,CUST_B,INV-6973,11106.54,45,9/10/2025,-2,9285.91,1465.22,355.41,North,SME
7/29/2025,CUST_B,INV-6417,22927.79,60,9/27/2025,0,21532.41,1395.38,0,North,Mid-Market
7/29/2025,CUST_A,INV-6171,20242.98,45,9/9/2025,-3,18341.69,1901.29,0,South,SME
7/29/2025,CUST_D,INV-6220,8512.83,45,11/15/2025,64,6820.88,1209.61,482.34,South,SME
7/30/2025,CUST_B,INV-6955,13730.19,60,9/29/2025,1,11350.16,2372.93,7.1,South,Mid-Market
7/30/2025,CUST_A,INV-6951,6935.86,60,9/30/2025,2,6664.16,26.58,245.12,North,Mid-Market
7/30/2025,CUST_C,INV-6658,19887.38,60,10/19/2025,21,16068.88,3540.51,277.99,North,Mid-Market
7/30/2025,CUST_C,INV-6138,7180.92,45,10/11/2025,28,6162.8,623.95,394.17,West,SME
7/30/2025,CUST_A,INV-6792,10827.83,45,9/10/2025,-3,10619.58,208.25,0,West,SME
7/30/2025,CUST_A,INV-6675,6184.27,30,8/28/2025,-1,5717.71,466.56,0,West,Mid-Market
7/31/2025,CUST_E,INV-6598,14884.37,30,9/24/2025,25,12881.64,1705.12,297.61,South,Mid-Market
7/31/2025,CUST_D,INV-6797,21478.93,45,11/9/2025,56,17233.24,4115.86,129.83,North,SME
7/31/2025,CUST_E,INV-6803,24366.18,45,9/24/2025,10,19944.18,4230.54,191.46,South,SME
7/31/2025,CUST_B,INV-6144,13387.96,45,9/17/2025,3,12677.33,405.82,304.81,North,SME
7/31/2025,CUST_C,INV-6486,24124.05,30,9/29/2025,30,20264.34,3859.71,0,West,Mid-Market
7/31/2025,CUST_D,INV-6932,13892.99,60,11/24/2025,56,12792.78,836.78,263.43,South,Enterprise
