Customer Name,date,days_delayed_q20,days_delayed_q50,days_delayed_q80,estimate_amount_percent_q20,estimate_amount_percent_q50,estimate_amount_percent_q80,payment_date,invoice_amount,collected_amount
Zenith Constructions,11/10/2025,1,17,26,0.072564257,0.899560683,0.927282975,1/26/2026,25089,22569.08
Zenith Constructions,11/11/2025,2,17,26,0.070167323,0.903329358,0.922154401,1/27/2026,15828,14297.9
Zenith Constructions,11/12/2025,2,16,26,0.067683346,0.900425028,0.92365095,1/27/2026,18796,16924.39
Zenith Constructions,11/13/2025,2,18,26,0.065638338,0.899789298,0.920979597,1/30/2026,29391,26445.71
Zenith Constructions,11/14/2025,1,16,26,0.064585805,0.891582003,0.924636527,1/29/2026,18488,16483.57
Zenith Constructions,11/15/2025,1,16,26,0.073332022,0.891803643,0.926170612,1/30/2026,36381,32444.71
Zenith Constructions,11/16/2025,1,16,26,0.068676023,0.870206534,0.921514258,1/31/2026,39718,34562.86
Zenith Constructions,11/17/2025,0,13,25,0.065645135,0.859599971,0.927878226,1/29/2026,3952,3397.14
Zenith Constructions,11/18/2025,0,13,25,0.061856372,0.876056435,0.924801508,1/30/2026,30965,27127.09
Zenith Constructions,11/19/2025,0,13,26,0.07752303,0.885796649,0.927084972,1/31/2026,30873,27347.2
Zenith Constructions,11/20/2025,0,13,25,0.078118333,0.882727666,0.926274978,2/1/2026,18249,16108.9
Zenith Constructions,11/21/2025,0,13,25,0.096500018,0.889316901,0.926401079,2/2/2026,30924,27501.24
Zenith Constructions,11/22/2025,1,15,26,0.072666112,0.893567713,0.927244728,2/5/2026,38629,34517.63
Zenith Constructions,11/23/2025,0,14,25,0.06489629,0.884641297,0.92732013,2/5/2026,28364,25091.97
Zenith Constructions,11/24/2025,1,15,26,0.066034902,0.884423284,0.932899086,2/7/2026,6534,5778.82
Zenith Constructions,11/25/2025,1,15,26,0.079567176,0.891477206,0.923463879,2/8/2026,12540,11179.12
Zenith Constructions,11/26/2025,0,14,25,0.052056861,0.883851999,0.929165081,2/8/2026,23874,21101.08
Zenith Constructions,11/27/2025,1,15,26,0.053925855,0.884453262,0.924031612,2/10/2026,5845,5169.63
Zenith Constructions,11/28/2025,1,15,26,0.072681938,0.879913625,0.925648987,2/11/2026,14823,13042.96
Zenith Constructions,11/29/2025,0,13,25,0.065326991,0.8732989,0.924060652,2/10/2026,34387,30030.13
Zenith Constructions,11/30/2025,0,13,25,0.050348512,0.86358907,0.924755653,2/11/2026,8168,7053.8
Zenith Constructions,12/1/2025,0,14,25,0.082009204,0.867599119,0.923441788,2/13/2026,37908,32888.95
Zenith Constructions,12/2/2025,1,15,26,0.069097087,0.843972827,0.922362752,2/15/2026,25355,21398.93
Zenith Constructions,12/3/2025,1,16,26,0.062877709,0.860327436,0.930308233,2/17/2026,10369,8920.74
Zenith Constructions,12/4/2025,1,16,26,0.055048083,0.877569799,0.927262,2/18/2026,4959,4351.87
Zenith Constructions,12/5/2025,1,15,26,0.066905739,0.863388937,0.928649441,2/18/2026,38923,33605.69
Zenith Constructions,12/6/2025,3,18,27,0.09253306,0.883684152,0.926582571,2/22/2026,37600,33226.52
Zenith Constructions,12/7/2025,1,15,26,0.087542178,0.877231442,0.923481252,2/20/2026,24126,21164.09
Zenith Constructions,12/8/2025,0,15,26,0.036720521,0.869638978,0.926447821,2/21/2026,38665,33624.59
Zenith Constructions,12/9/2025,1,16,26,0.073097117,0.876690313,0.92774756,2/23/2026,30674,26891.6
Zenith Constructions,12/10/2025,1,13,26,0.050221954,0.844564655,0.930200088,2/21/2026,38751,32727.72
Zenith Constructions,12/11/2025,1,14,26,0.040636399,0.852473564,0.931567848,2/23/2026,34981,29820.38
Zenith Constructions,12/12/2025,0,11,25,0.037496504,0.861954221,0.928626463,2/21/2026,6554,5649.25
Zenith Constructions,12/13/2025,0,9,23,0.042447669,0.869793713,0.928797861,2/20/2026,14349,12480.67
Zenith Constructions,12/14/2025,0,11,24,0.064805239,0.865829291,0.929299805,2/23/2026,7749,6709.31
Zenith Constructions,12/15/2025,0,12,25,0.073118219,0.873342118,0.925984149,2/25/2026,26549,23186.36
Zenith Constructions,12/16/2025,0,13,25,0.080674846,0.875630222,0.926676741,2/27/2026,14271,12496.12
Zenith Constructions,12/17/2025,1,15,26,0.117871606,0.889128029,0.927057961,3/2/2026,16478,14651.05
Zenith Constructions,12/18/2025,3,17,27,0.118242352,0.87134124,0.924335579,3/5/2026,3017,2628.84
Zenith Constructions,12/19/2025,2,17,26,0.094263018,0.87039812,0.926865005,3/6/2026,38081,33145.63
Zenith Constructions,12/20/2025,2,16,26,0.072295722,0.878965077,0.924506748,3/6/2026,4666,4101.25
Skyline Infrastructure LLC,9/1/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/2/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/3/2025,,62,,,0.913007283,,1/3/2026,6030.16,5505.58
Skyline Infrastructure LLC,9/4/2025,,63,,,0.913636891,,12/6/2025,21108.55,19285.55
Skyline Infrastructure LLC,9/5/2025,,61,,,0.907093443,,12/5/2025,10842.83,9835.46
Skyline Infrastructure LLC,9/6/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/7/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/8/2025,,63,,,0.894275651,,1/9/2026,22889.24,20469.29
Skyline Infrastructure LLC,9/9/2025,,65,,,0.84105406,,12/28/2025,11507.12,9678.11
Skyline Infrastructure LLC,9/10/2025,,56,,,0.948388478,,1/4/2026,13498.73,12802.04
Skyline Infrastructure LLC,9/11/2025,,57,,,0.944659845,,1/6/2026,14311.85,13519.83
Skyline Infrastructure LLC,9/12/2025,,58,,,0.975005659,,1/8/2026,18201.32,17746.39
Skyline Infrastructure LLC,9/13/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/14/2025,,61,,,0.897591215,,1/13/2026,23797.47,21360.4
Skyline Infrastructure LLC,9/15/2025,,65,,,0.984220241,,1/18/2026,5710.48,5620.37
Skyline Infrastructure LLC,9/16/2025,,57,,,0.815296871,,12/12/2025,19456.79,15863.06
Skyline Infrastructure LLC,9/17/2025,,62,,,0.898409324,,1/2/2026,16001.37,14375.78
Skyline Infrastructure LLC,9/18/2025,,58,,,0.894691056,,12/15/2025,22794.74,20394.25
Skyline Infrastructure LLC,9/19/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/20/2025,,55,,,0.997444192,,12/14/2025,11851.44,11821.15
Skyline Infrastructure LLC,9/21/2025,,58,,,0.863849824,,12/18/2025,19863.14,17158.77
Skyline Infrastructure LLC,9/22/2025,,62,,,0.832381925,,1/7/2026,6227.61,5183.75
Skyline Infrastructure LLC,9/23/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/24/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/25/2025,,58,,,0.85448898,,1/6/2026,7729.93,6605.14
Skyline Infrastructure LLC,9/26/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,9/27/2025,,65,,,0.953820899,,12/31/2025,9417.68,8982.78
Skyline Infrastructure LLC,9/28/2025,,60,,,0.960800919,,12/27/2025,9777.27,9394.01
Skyline Infrastructure LLC,9/29/2025,,64,,,0.882262387,,1/1/2026,13771.47,12150.05
Skyline Infrastructure LLC,9/30/2025,,65,,,0.802399839,,2/2/2026,24548.31,19697.56
Skyline Infrastructure LLC,10/1/2025,,57,,,0.931007378,,1/11/2026,6004.7,5590.42
Skyline Infrastructure LLC,10/2/2025,,62,,,0.944188671,,1/17/2026,8045.32,7596.3
Skyline Infrastructure LLC,10/3/2025,,65,,,0.80655633,,1/6/2026,11899.95,9597.98
Skyline Infrastructure LLC,10/4/2025,,55,,,0.893026392,,12/28/2025,10839.87,9680.29
Skyline Infrastructure LLC,10/5/2025,,60,,,0.944643297,,1/18/2026,12343.04,11659.77
Skyline Infrastructure LLC,10/6/2025,,65,,,0.932648351,,1/24/2026,11565.27,10786.33
Skyline Infrastructure LLC,10/7/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,10/8/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,10/9/2025,,60,,,0.921192743,,1/22/2026,10264.41,9455.5
Skyline Infrastructure LLC,10/10/2025,,55,,,0.899674315,,2/2/2026,9518.4,8563.46
Skyline Infrastructure LLC,10/11/2025,,61,,,0.928369327,,2/9/2026,24149.85,22419.98
Skyline Infrastructure LLC,10/12/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,10/13/2025,,59,,,0.896301627,,1/10/2026,12909.46,11570.77
Skyline Infrastructure LLC,10/14/2025,,56,,,0.956109343,,2/7/2026,22871.61,21867.76
Skyline Infrastructure LLC,10/15/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,10/16/2025,,55,,,0.825560282,,1/9/2026,5209.88,4301.07
Skyline Infrastructure LLC,10/17/2025,,59,,,0.928188732,,2/13/2026,16408.01,15229.73
Skyline Infrastructure LLC,10/18/2025,,61,,,0.854315708,,2/16/2026,16311.23,13934.94
Skyline Infrastructure LLC,10/19/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,10/20/2025,,55,,,0.950223262,,1/28/2026,24247.27,23040.32
Skyline Infrastructure LLC,10/21/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,10/22/2025,,0,,,0,,,0,0
Skyline Infrastructure LLC,10/23/2025,,65,,,0.862990437,,2/25/2026,20622.94,17797.4
Skyline Infrastructure LLC,10/24/2025,,61,,,0.875936582,,2/22/2026,6431.63,5633.7
Skyline Infrastructure LLC,10/25/2025,,65,,,0.909730221,,1/28/2026,7075.79,6437.06
Skyline Infrastructure LLC,10/26/2025,,64,,,0.896922915,,2/12/2026,13317.8,11945.04
Skyline Infrastructure LLC,10/27/2025,,59,,,0.866716157,,2/8/2026,15652.91,13566.63
Skyline Infrastructure LLC,10/28/2025,,64,,,0.885431784,,1/30/2026,6449.52,5710.61
Skyline Infrastructure LLC,10/29/2025,,64,,,0.976720001,,3/2/2026,5692.44,5559.92
Skyline Infrastructure LLC,10/30/2025,,59,,,0.933387626,,2/26/2026,17657.53,16481.32
Skyline Infrastructure LLC,10/31/2025,,63,,,0.898332737,,2/16/2026,13803.46,12400.1
Skyline Infrastructure LLC,11/1/2025,19,62,62,0.26438536,0.929320757,0.931570434,3/3/2026,1217,1130.98
Skyline Infrastructure LLC,11/2/2025,15,61,62,0.211534232,0.918177741,0.930432394,3/3/2026,21796,20012.6
Skyline Infrastructure LLC,11/3/2025,13,61,62,0.189030326,0.920178808,0.930551577,3/4/2026,25304,23284.2
Skyline Infrastructure LLC,11/4/2025,12,61,62,0.164530164,0.919904106,0.929251722,3/5/2026,16954,15596.05
Skyline Infrastructure LLC,11/5/2025,14,62,62,0.201663639,0.924473525,0.931639947,3/7/2026,40572,37507.74
Skyline Infrastructure LLC,11/6/2025,13,62,62,0.181892676,0.924265775,0.931364695,3/8/2026,38062,35179.4
Skyline Infrastructure LLC,11/7/2025,13,61,62,0.188628518,0.916215213,0.93087815,3/8/2026,1332,1220.4
Skyline Infrastructure LLC,11/8/2025,12,61,62,0.181652012,0.918352578,0.933298499,3/9/2026,5955,5468.79
Skyline Infrastructure LLC,11/9/2025,12,62,62,0.166009905,0.921195631,0.932368233,3/11/2026,39942,36794.4
Skyline Infrastructure LLC,11/10/2025,11,61,62,0.15516809,0.91789593,0.933331987,3/11/2026,8232,7556.12
Skyline Infrastructure LLC,11/11/2025,11,62,62,0.136717112,0.918889223,0.934461457,3/13/2026,29516,27121.93
Skyline Infrastructure LLC,11/12/2025,12,61,62,0.167188136,0.91713442,0.931655291,3/13/2026,7711,7072.02
Skyline Infrastructure LLC,11/13/2025,12,62,62,0.167774881,0.921197378,0.932376012,3/15/2026,27697,25514.4
Skyline Infrastructure LLC,11/14/2025,12,62,62,0.1720476,0.923979727,0.934806391,3/16/2026,13627,12591.07
Skyline Infrastructure LLC,11/15/2025,13,62,62,0.184529487,0.921012488,0.93382308,3/17/2026,31067,28613.09
Skyline Infrastructure LLC,11/16/2025,13,62,62,0.179503565,0.922088627,0.932587281,3/18/2026,35728,32944.38
Skyline Infrastructure LLC,11/17/2025,17,62,62,0.24009053,0.927767241,0.933574182,3/19/2026,22168,20566.74
Skyline Infrastructure LLC,11/18/2025,16,61,62,0.208260934,0.91963515,0.931386167,3/19/2026,36423,33495.87
Skyline Infrastructure LLC,11/19/2025,16,62,62,0.216537558,0.924755384,0.931453262,3/21/2026,33187,30689.86
Skyline Infrastructure LLC,11/20/2025,15,62,62,0.201744164,0.923779709,0.930427224,3/22/2026,3919,3620.29
Skyline Infrastructure LLC,11/21/2025,15,62,62,0.218045641,0.925889905,0.932681066,3/23/2026,17345,16059.56
Skyline Infrastructure LLC,11/22/2025,13,62,62,0.193361499,0.923806519,0.931546042,3/24/2026,4750,4388.08
Skyline Infrastructure LLC,11/23/2025,15,61,62,0.21331065,0.918531675,0.931505613,3/24/2026,23923,21974.03
Skyline Infrastructure LLC,11/24/2025,15,61,62,0.215068397,0.91926379,0.934038585,3/25/2026,26571,24425.76
Skyline Infrastructure LLC,11/25/2025,14,62,62,0.192933217,0.922219706,0.933587156,3/27/2026,28665,26435.43
Skyline Infrastructure LLC,11/26/2025,12,61,62,0.163684036,0.918337952,0.934441135,3/27/2026,19702,18093.09
Skyline Infrastructure LLC,11/27/2025,10,61,62,0.13778571,0.917570673,0.935369438,3/28/2026,28775,26403.1
Skyline Infrastructure LLC,11/28/2025,11,61,62,0.159221114,0.918022701,0.931876805,3/29/2026,1976,1814.01
Skyline Infrastructure LLC,11/29/2025,12,62,62,0.162393924,0.922124221,0.932292352,3/31/2026,31153,28726.94
Skyline Infrastructure LLC,11/30/2025,12,62,62,0.171424805,0.921947686,0.9353765,4/1/2026,40918,37724.26
Skyline Infrastructure LLC,12/1/2025,14,62,62,0.196157923,0.921400676,0.935065007,4/2/2026,33306,30688.17
Skyline Infrastructure LLC,12/2/2025,13,62,62,0.184783555,0.920367839,0.93372927,4/3/2026,33695,31011.79
Skyline Infrastructure LLC,12/3/2025,13,62,62,0.188337156,0.923105354,0.932266021,4/4/2026,37545,34657.99
Skyline Infrastructure LLC,12/4/2025,11,61,62,0.152856918,0.91513905,0.931139304,4/4/2026,14642,13399.47
Skyline Infrastructure LLC,12/5/2025,9,61,62,0.135376684,0.915787529,0.931912878,4/5/2026,19776,18110.61
Skyline Infrastructure LLC,12/6/2025,10,61,62,0.133940747,0.91812034,0.929605393,4/6/2026,36151,33190.97
Skyline Infrastructure LLC,12/7/2025,12,62,62,0.161084184,0.921329439,0.932155313,4/8/2026,39644,36525.18
Skyline Infrastructure LLC,12/8/2025,12,62,62,0.150053983,0.922006379,0.930914678,4/9/2026,33944,31296.58
Skyline Infrastructure LLC,12/9/2025,13,61,62,0.172440886,0.917076804,0.931082477,4/9/2026,11258,10324.45
Skyline Infrastructure LLC,12/10/2025,12,61,62,0.166051843,0.918698899,0.933694873,4/10/2026,38585,35448
Skyline Infrastructure LLC,12/11/2025,12,62,62,0.160325091,0.921307872,0.932168645,4/12/2026,7347,6768.85
Skyline Infrastructure LLC,12/12/2025,10,61,62,0.139801881,0.915968901,0.932619907,4/12/2026,38460,35228.16
Skyline Infrastructure LLC,12/13/2025,10,61,62,0.138961786,0.917460587,0.933699684,4/13/2026,35257,32346.91
Skyline Infrastructure LLC,12/14/2025,13,61,62,0.176707476,0.916168775,0.930818762,4/14/2026,34307,31431
Skyline Infrastructure LLC,12/15/2025,14,62,62,0.201317318,0.92097778,0.932433126,4/16/2026,37706,34726.39
Skyline Infrastructure LLC,12/16/2025,14,62,62,0.19961118,0.923822221,0.934711815,4/17/2026,16054,14831.04
Skyline Infrastructure LLC,12/17/2025,15,61,62,0.209797311,0.920340264,0.933999376,4/17/2026,29847,27469.4
Skyline Infrastructure LLC,12/18/2025,14,61,62,0.205713791,0.920855844,0.932591709,4/18/2026,14800,13628.67
Skyline Infrastructure LLC,12/19/2025,15,62,62,0.230741143,0.92795036,0.934365518,4/20/2026,33066,30683.61
Skyline Infrastructure LLC,12/20/2025,14,61,62,0.206811976,0.921054713,0.932526074,4/20/2026,4147,3819.61
Nova Tech Solutions,9/1/2025,,29,,,0.85534104,,11/14/2025,19131.48,16363.94
Nova Tech Solutions,9/2/2025,,1,,,0.857101479,,11/2/2025,19299.29,16541.45
Nova Tech Solutions,9/3/2025,,1,,,0.990445357,,10/19/2025,21476.47,21271.27
Nova Tech Solutions,9/4/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/5/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/6/2025,,9,,,0.901799987,,11/14/2025,7350.61,6628.78
Nova Tech Solutions,9/7/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/8/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/9/2025,,11,,,0.941834956,,10/20/2025,18766.77,17675.2
Nova Tech Solutions,9/10/2025,,17,,,0.832066989,,11/26/2025,16104.1,13399.69
Nova Tech Solutions,9/11/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/12/2025,,6,,,0.900158858,,11/17/2025,23876.63,21492.76
Nova Tech Solutions,9/13/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/14/2025,,30,,,0.800659235,,11/28/2025,5527.62,4425.74
Nova Tech Solutions,9/15/2025,,19,,,0.800007107,,11/18/2025,18291.4,14633.25
Nova Tech Solutions,9/16/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/17/2025,,27,,,0.87963385,,11/28/2025,24003.26,21114.08
Nova Tech Solutions,9/18/2025,,22,,,0.853120874,,11/24/2025,5975.73,5098.02
Nova Tech Solutions,9/19/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/20/2025,,19,,,0.819819183,,11/23/2025,23044.24,18892.11
Nova Tech Solutions,9/21/2025,,8,,,0.82836388,,11/13/2025,20500.58,16981.94
Nova Tech Solutions,9/22/2025,,9,,,0.889039618,,11/15/2025,8027.64,7136.89
Nova Tech Solutions,9/23/2025,,1,,,0.853904077,,11/23/2025,18189.83,15532.37
Nova Tech Solutions,9/24/2025,,20,,,0.885276562,,12/13/2025,9976.95,8832.36
Nova Tech Solutions,9/25/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/26/2025,,28,,,0.840101469,,12/8/2025,21634.22,18174.94
Nova Tech Solutions,9/27/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/28/2025,,5,,,0.997838442,,11/2/2025,13203.44,13174.9
Nova Tech Solutions,9/29/2025,,0,,,0,,,0,0
Nova Tech Solutions,9/30/2025,,0,,,0.867552075,,11/29/2025,20313.04,17622.62
Nova Tech Solutions,10/1/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/2/2025,,16,,,0.878764159,,12/17/2025,6183.32,5433.68
Nova Tech Solutions,10/3/2025,,9,,,0.849508073,,12/11/2025,11353.3,9644.72
Nova Tech Solutions,10/4/2025,,12,,,0.904277256,,11/15/2025,8728.96,7893.4
Nova Tech Solutions,10/5/2025,,0,,,0.881913821,,11/19/2025,6038.81,5325.71
Nova Tech Solutions,10/6/2025,,20,,,0.963048644,,12/10/2025,13080.44,12597.1
Nova Tech Solutions,10/7/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/8/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/9/2025,,15,,,0.902987321,,11/23/2025,5116.96,4620.55
Nova Tech Solutions,10/10/2025,,-3,,,0.869801753,,11/21/2025,24862.47,21625.42
Nova Tech Solutions,10/11/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/12/2025,,0,,,0.872796297,,12/11/2025,14253.28,12440.21
Nova Tech Solutions,10/13/2025,,11,,,0.934300508,,11/23/2025,8333.55,7786.04
Nova Tech Solutions,10/14/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/15/2025,,4,,,0.92156925,,12/3/2025,24252.86,22350.69
Nova Tech Solutions,10/16/2025,,19,,,0.958573968,,1/3/2026,23044.93,22090.27
Nova Tech Solutions,10/17/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/18/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/19/2025,,16,,,0.861479378,,1/3/2026,17052.84,14690.67
Nova Tech Solutions,10/20/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/21/2025,,30,,,0.946742381,,1/4/2026,24326.66,23031.08
Nova Tech Solutions,10/22/2025,,15,,,0.809588054,,12/6/2025,5885.24,4764.62
Nova Tech Solutions,10/23/2025,,10,,,0.966740851,,12/2/2025,18027.22,17427.65
Nova Tech Solutions,10/24/2025,,26,,,0.893674316,,1/18/2026,12180.5,10885.4
Nova Tech Solutions,10/25/2025,,1,,,0.97578374,,12/10/2025,7343,7165.18
Nova Tech Solutions,10/26/2025,,6,,,0.803597505,,12/16/2025,8032.79,6455.13
Nova Tech Solutions,10/27/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/28/2025,,2,,,0.895496003,,12/29/2025,24414.76,21863.32
Nova Tech Solutions,10/29/2025,,0,,,0,,,0,0
Nova Tech Solutions,10/30/2025,,25,,,0.990285165,,1/23/2026,24042.61,23809.04
Nova Tech Solutions,10/31/2025,,1,,,0.808003388,,12/31/2025,15749.08,12725.31
Nova Tech Solutions,11/1/2025,0,8,23,0.16043729,0.904542263,0.929428714,1/8/2026,14948,13521.1
Nova Tech Solutions,11/2/2025,0,7,22,0.096542345,0.900725313,0.930491867,1/8/2026,19993,18008.2
Nova Tech Solutions,11/3/2025,0,8,23,0.086334763,0.910749911,0.92938462,1/10/2026,32818,29888.99
Nova Tech Solutions,11/4/2025,0,7,22,0.098249192,0.917577599,0.927466798,1/10/2026,32888,30177.29
Nova Tech Solutions,11/5/2025,0,7,22,0.098779073,0.915133409,0.931975425,1/11/2026,32521,29761.05
Nova Tech Solutions,11/6/2025,0,7,23,0.068062955,0.90247967,0.931457608,1/12/2026,37342,33700.4
Nova Tech Solutions,11/7/2025,0,8,22,0.100751783,0.92007164,0.927944807,1/14/2026,14294,13151.5
Nova Tech Solutions,11/8/2025,0,8,22,0.073342825,0.918112615,0.93408999,1/15/2026,16149,14826.6
Nova Tech Solutions,11/9/2025,0,8,23,0.099318626,0.918671012,0.929122695,1/16/2026,2620,2406.92
Nova Tech Solutions,11/10/2025,0,8,22,0.083438238,0.915108084,0.93201107,1/17/2026,20218,18501.66
Nova Tech Solutions,11/11/2025,0,8,22,0.086229325,0.918088661,0.926405938,1/18/2026,5586,5128.44
Nova Tech Solutions,11/12/2025,0,7,22,0.077166605,0.919708316,0.926382059,1/18/2026,30855,28377.6
Nova Tech Solutions,11/13/2025,0,7,22,0.075801396,0.915587241,0.928528554,1/19/2026,34801,31863.35
Nova Tech Solutions,11/14/2025,0,7,22,0.091483571,0.903696766,0.936943243,1/20/2026,1254,1133.24
Nova Tech Solutions,11/15/2025,0,7,22,0.119196479,0.915995358,0.936577651,1/21/2026,31906,29225.75
Nova Tech Solutions,11/16/2025,0,8,22,0.109910619,0.908488157,0.928606947,1/23/2026,14605,13268.47
Nova Tech Solutions,11/17/2025,0,9,23,0.140292975,0.903758883,0.930864364,1/25/2026,11409,10310.99
Nova Tech Solutions,11/18/2025,0,7,22,0.108413102,0.906502735,0.9314011,1/24/2026,15845,14363.54
Nova Tech Solutions,11/19/2025,0,7,22,0.094305217,0.912757169,0.930726522,1/25/2026,30100,27473.99
Nova Tech Solutions,11/20/2025,0,7,22,0.079696964,0.914866649,0.929965151,1/26/2026,9291,8500.03
Nova Tech Solutions,11/21/2025,0,7,21,0.088437389,0.913691528,0.933093839,1/27/2026,40518,37020.95
Nova Tech Solutions,11/22/2025,0,8,23,0.089498547,0.910810956,0.932763368,1/29/2026,14431,13143.91
Nova Tech Solutions,11/23/2025,0,7,22,0.101412477,0.920229124,0.92848451,1/29/2026,20851,19187.7
Nova Tech Solutions,11/24/2025,0,7,22,0.077890362,0.922862727,0.935256063,1/30/2026,28764,26545.22
Nova Tech Solutions,11/25/2025,0,8,23,0.1040901,0.925229571,0.930343731,2/1/2026,23692,21920.54
Nova Tech Solutions,11/26/2025,0,8,23,0.075858328,0.920496856,0.933158722,2/2/2026,376,346.11
Nova Tech Solutions,11/27/2025,0,8,22,0.075385976,0.919456237,0.928241554,2/3/2026,13204,12140.5
Nova Tech Solutions,11/28/2025,0,8,22,0.101934183,0.924144358,0.927926611,2/4/2026,20344,18800.79
Nova Tech Solutions,11/29/2025,0,7,22,0.100934093,0.925107881,0.928486703,2/4/2026,3867,3577.39
Nova Tech Solutions,11/30/2025,0,8,22,0.119451773,0.913656781,0.938217097,2/6/2026,130,118.78
Nova Tech Solutions,12/1/2025,0,8,23,0.149956068,0.917336462,0.937440347,2/7/2026,842,772.4
Nova Tech Solutions,12/2/2025,0,8,22,0.125163764,0.911500988,0.930488353,2/8/2026,20862,19015.73
Nova Tech Solutions,12/3/2025,0,7,23,0.139963849,0.899975857,0.929751309,2/8/2026,39641,35675.94
Nova Tech Solutions,12/4/2025,0,6,22,0.134409542,0.905658982,0.929782841,2/8/2026,34367,31124.78
Nova Tech Solutions,12/5/2025,0,7,23,0.110954379,0.912570422,0.929689069,2/10/2026,13657,12462.97
Nova Tech Solutions,12/6/2025,0,7,22,0.075701342,0.907803085,0.93057011,2/11/2026,37849,34359.44
Nova Tech Solutions,12/7/2025,0,6,21,0.092484458,0.912771028,0.93291806,2/11/2026,3465,3162.75
Nova Tech Solutions,12/8/2025,0,6,20,0.069882867,0.9046649,0.931694108,2/12/2026,5785,5233.49
Nova Tech Solutions,12/9/2025,0,7,22,0.097672698,0.915902034,0.928857007,2/14/2026,22883,20958.59
Nova Tech Solutions,12/10/2025,0,8,23,0.079448898,0.919314133,0.935427231,2/16/2026,20099,18477.29
Nova Tech Solutions,12/11/2025,0,8,22,0.107544823,0.921451306,0.930851826,2/17/2026,33776,31122.94
Nova Tech Solutions,12/12/2025,0,8,22,0.095025336,0.91966472,0.932490102,2/18/2026,23513,21624.08
Nova Tech Solutions,12/13/2025,0,9,22,0.097062953,0.919507635,0.928253743,2/20/2026,9958,9156.46
Nova Tech Solutions,12/14/2025,0,7,21,0.089434287,0.920110475,0.927807489,2/19/2026,39588,36425.33
Nova Tech Solutions,12/15/2025,0,9,22,0.0949697,0.9220951,0.928154387,2/22/2026,4341,4002.81
Nova Tech Solutions,12/16/2025,0,9,22,0.096371102,0.909325927,0.938659164,2/23/2026,224,203.69
Nova Tech Solutions,12/17/2025,0,8,22,0.107767563,0.91634744,0.93805403,2/23/2026,8458,7750.47
Nova Tech Solutions,12/18/2025,0,9,23,0.098499401,0.904613752,0.931507909,2/25/2026,32035,28979.3
Nova Tech Solutions,12/19/2025,0,8,23,0.10310706,0.894699577,0.930867979,2/25/2026,3643,3259.39
Nova Tech Solutions,12/20/2025,0,7,22,0.108297893,0.904286321,0.930622057,2/25/2026,20652,18675.32
